4;m1000;6;1;1485864406671_0012;2;8;25;6;15;15;489;92;229;159;A,B,matrix1,matrix2;HASH_JOIN;2017-01-31T18:49:36;5075,5
4;m1000;6;2;1485864406671_0013;170;8;194;41;107;92;3555;27;664;123;C,multiplied_matrices;GROUP_BY,COMBINER;;
4;m1000;7;1;1485864406671_0014;2;8;22;5;14;14;498;92;218;147;A,B,matrix1,matrix2;HASH_JOIN;2017-01-31T20:14:20;4565,44
4;m1000;7;2;1485864406671_0015;171;8;198;41;95;82;3366;46;632;88;C,multiplied_matrices;GROUP_BY,COMBINER;;
4;m1000;8;1;1485864406671_0016;2;8;24;6;15;15;483;96;218;150;A,B,matrix1,matrix2;HASH_JOIN;2017-01-31T21:30:30;4695,78
4;m1000;8;2;1485864406671_0017;171;8;201;41;100;85;3471;36;638;94;C,multiplied_matrices;GROUP_BY,COMBINER;;
4;m1000;9;1;1485864406671_0018;2;8;16;14;15;15;459;100;209;145;A,B,matrix1,matrix2;HASH_JOIN;2017-01-31T22:48:51;3677,51
4;m1000;9;2;1485864406671_0019;170;8;178;39;78;78;2504;30;465;106;C,multiplied_matrices;GROUP_BY,COMBINER;;
4;m1000;10;1;1485864406671_0020;2;8;14;6;10;10;474;92;220;155;A,B,matrix1,matrix2;HASH_JOIN;2017-01-31T23:50:14;4612,19
4;m1000;10;2;1485864406671_0021;171;8;193;39;96;88;3390;39;636;112;C,multiplied_matrices;GROUP_BY,COMBINER;;
5;m1000;1;1;1485939535932_0002;2;10;16;15;15;15;463;94;240;181;A,B,matrix1,matrix2;HASH_JOIN;2017-02-01T09:01:03;4031,16
5;m1000;1;2;1485939535932_0003;171;10;181;31;110;90;3021;53;713;101;C,multiplied_matrices;GROUP_BY,COMBINER;;
5;m1000;2;1;1485939535932_0004;2;10;19;5;12;12;441;100;236;160;A,B,matrix1,matrix2;HASH_JOIN;2017-02-01T10:08:19;4038,12
5;m1000;2;2;1485939535932_0005;170;10;202;40;111;80;3057;46;726;122;C,multiplied_matrices;GROUP_BY,COMBINER;;
5;m1000;3;1;1485939535932_0006;2;10;20;5;13;13;451;95;239;186;A,B,matrix1,matrix2;HASH_JOIN;2017-02-01T11:15:42;4753,58
5;m1000;3;2;1485939535932_0007;171;10;201;41;131;159;3675;52;873;120;C,multiplied_matrices;GROUP_BY,COMBINER;;
5;m1000;4;1;1485939535932_0008;2;10;16;16;16;16;472;91;252;207;A,B,matrix1,matrix2;HASH_JOIN;2017-02-01T12:35:01;4146,07
5;m1000;4;2;1485939535932_0009;170;10;190;38;114;94;2984;28;687;109;C,multiplied_matrices;GROUP_BY,COMBINER;;
5;m1000;5;1;1485939535932_0010;2;10;17;15;16;16;481;98;244;171;A,B,matrix1,matrix2;HASH_JOIN;2017-02-01T13:44:14;4073,39
5;m1000;5;2;1485939535932_0011;171;10;207;33;112;86;3042;33;733;123;C,multiplied_matrices;GROUP_BY,COMBINER;;
5;m1000;6;1;1485939535932_0012;2;10;15;15;15;15;557;98;312;320;A,B,matrix1,matrix2;HASH_JOIN;2017-02-01T14:52:13;4548,43
5;m1000;6;2;1485939535932_0013;171;10;209;42;121;148;3369;40;790;102;C,multiplied_matrices;GROUP_BY,COMBINER;;
5;m1000;7;1;1485939535932_0014;2;10;16;16;16;16;504;97;241;178;A,B,matrix1,matrix2;HASH_JOIN;2017-02-01T16:08:07;4112,24
5;m1000;7;2;1485939535932_0015;171;10;200;35;113;90;3062;35;706;96;C,multiplied_matrices;GROUP_BY,COMBINER;;
5;m1000;8;1;1485939535932_0016;2;10;14;14;14;14;444;99;233;161;A,B,matrix1,matrix2;HASH_JOIN;2017-02-01T17:16:50;4042,91
5;m1000;8;2;1485939535932_0017;170;10;218;39;113;89;3012;38;695;105;C,multiplied_matrices;GROUP_BY,COMBINER;;
5;m1000;9;1;1485939535932_0018;2;10;15;14;15;15;518;89;303;330;A,B,matrix1,matrix2;HASH_JOIN;2017-02-01T18:24:18;3973,98
5;m1000;9;2;1485939535932_0019;171;10;191;39;101;87;2763;46;654;99;C,multiplied_matrices;GROUP_BY,COMBINER;;
5;m1000;10;1;1485939535932_0020;2;10;33;15;24;24;450;101;244;181;A,B,matrix1,matrix2;HASH_JOIN;2017-02-01T19:30:40;3072,16
5;m1000;10;2;1485939535932_0021;171;10;163;27;77;80;2011;40;495;111;C,multiplied_matrices;GROUP_BY,COMBINER;;
6;m1000;1;1;1485986378424_0002;2;12;22;6;14;14;456;100;256;251;A,B,matrix1,matrix2;HASH_JOIN;2017-02-01T22:02:18;3172,75
6;m1000;1;2;1485986378424_0003;171;12;186;38;103;85;2417;52;678;109;C,multiplied_matrices;GROUP_BY,COMBINER;;
6;m1000;2;1;1485986378424_0004;2;12;28;14;21;21;431;90;284;318;A,B,matrix1,matrix2;HASH_JOIN;2017-02-01T22:55:15;3403,88
6;m1000;2;2;1485986378424_0005;170;12;178;37;111;92;2526;63;702;96;C,multiplied_matrices;GROUP_BY,COMBINER;;
6;m1000;3;1;1485986378424_0006;2;12;16;14;15;15;442;101;261;240;A,B,matrix1,matrix2;HASH_JOIN;2017-02-01T23:52:05;3362,69
6;m1000;3;2;1485986378424_0007;171;12;181;34;108;89;2497;57;716;142;C,multiplied_matrices;GROUP_BY,COMBINER;;
6;m1000;4;1;1485986378424_0008;2;12;15;14;15;15;499;91;313;300;A,B,matrix1,matrix2;HASH_JOIN;2017-02-02T00:48:14;3346,86
6;m1000;4;2;1485986378424_0009;171;12;199;38;103;85;2420;47;686;107;C,multiplied_matrices;GROUP_BY,COMBINER;;
6;m1000;5;1;1485986378424_0010;2;12;15;14;14;14;440;97;263;260;A,B,matrix1,matrix2;HASH_JOIN;2017-02-02T01:44:09;3219,15
6;m1000;5;2;1485986378424_0011;171;12;188;31;103;86;2442;44;697;140;C,multiplied_matrices;GROUP_BY,COMBINER;;
6;m1000;6;1;1485986378424_0012;2;12;21;5;13;13;388;100;252;280;A,B,matrix1,matrix2;HASH_JOIN;2017-02-02T02:37:55;3406,92
6;m1000;6;2;1485986378424_0013;170;12;185;37;109;90;2484;69;710;117;C,multiplied_matrices;GROUP_BY,COMBINER;;
6;m1000;7;1;1485986378424_0014;2;12;40;16;28;28;418;107;255;255;A,B,matrix1,matrix2;HASH_JOIN;2017-02-02T03:34:48;3173,13
